order_id,order_type,trial_alias,order_status,fing_batch,ly_number,fing_material,pcn,bom_item_category,bom_item_p,bom_item_b,bom_item_l,unit,order_quantity,single_panel_qty,booklet_panel_qty,package_form,qty_planned,qty_delivered,mrp_controller,purchase_document_number,mrp_group_desc,order_start_confirm,order_start_planned,planned_end_date,planned_enddate_qa_disposition_date,order_start_days_off,order_complete_days_off,order_delivery_day_off,start_delivery_date,booklet_label,plant,planned_or_process,plant_desc,operation_number,qa_disposition_date,date_of_last_change,recipe_id,supply_type,vendor_id,vendor_name,ud_change_date,ud_code,ud_code_use_date,teco_flag,shop_order,start_day_off,first_goods_receipt_date,delivery_type,deliver_date,actual_goods_issue_date,shared_across
FF0D6EB9-415,ZPP1,CT-9831-IEW,Completed,LOT-72460791,LY5797773,MAT-16627,PCN-15632,Send,Stop,When,Drop,EA,13,217,405,PK-521878,10,9,MRP-125,3616255713,G3 Pilot,Artist,2025-01-19,2025-02-20,2025-04-25,29,13,2026-07-12,2026-10-03,Affect,US01,Realize,US01 Manufacturing,OP29,2026-03-10,2025-09-11,RC2164,Primary,V936905,Vega-Abbott Pharma,2025-04-04,gg-9304,2024-03-26,Yes,SO-320021,2025-01-06,2025-01-28,Express,2025-02-06,2025-01-31,Study Only
CA6F43AD-A7B,ZPP1,CT-9831-IEW,Completed,LOT-46257312,LY1579863,MAT-49651,PCN-37570,Skill,Wait,Truth,Account,EA,162,229,115,PK-858945,170,160,MRP-112,9048233116,G1 Clinical,All,2025-05-13,2025-07-08,2026-01-19,2,11,2024-04-14,2024-01-31,Nation,AP03,Throw,AP03 Manufacturing,OP56,2026-01-05,2024-12-09,RC8330,Primary,V534019,Harris-Johnson Pharma,2024-02-14,qd-0154,2025-04-11,No,SO-945639,2026-04-02,2025-05-28,Express,2025-06-20,2025-05-24,Regional
215887CE-296,ZPP1,CT-3230-HFO,Released,LOT-65730343,LY1798963,MAT-54713,PCN-39613,Soldier,Year,Then,Rather,EA,40,28,115,PK-327681,43,39,MRP-134,6758151086,G1 Clinical,Onto,2024-12-10,2025-01-24,2025-06-11,22,28,2024-02-26,2023-12-01,Task,AP03,Think,AP03 Manufacturing,OP12,2024-02-27,2025-03-01,RC2179,Primary,V135876,"Smith, Silva and Proctor Pharma",2025-02-13,tZ-0956,2023-12-07,Yes,SO-910505,2025-03-08,2024-12-23,Standard,2025-01-05,2024-12-19,Regional
6578EBA2-254,ZPP2,CT-8872-GKR,Released,LOT-24028484,LY7238148,MAT-23246,PCN-84554,Because,Improve,Management,Prepare,EA,234,19,353,PK-629439,229,229,MRP-119,6911888961,G3 Pilot,News,2025-07-24,2025-09-13,2026-11-06,5,8,2024-10-25,2024-01-08,Modern,US01,Hair,US01 Manufacturing,OP19,2025-08-20,2024-02-12,RC6220,Primary,V804937,Black Inc Pharma,2025-05-07,mO-2339,2026-07-04,No,SO-732814,2024-09-02,2025-08-10,Standard,2025-08-28,2025-08-03,Study Only
C8E46777-965,ZPP2,CT-9831-IEW,Closed,LOT-82476241,LY5840445,MAT-16078,PCN-57525,Sister,Avoid,Compare,Better,EA,172,48,18,PK-147415,170,168,MRP-139,9740422276,G1 Clinical,Hear,2025-01-28,2025-03-09,2024-02-09,13,10,2025-06-08,2026-09-11,Trial,LAT04,Trade,LAT04 Manufacturing,OP18,2026-02-07,2024-02-24,RC7805,Primary,V652687,"Williams, Cross and Rodriguez Pharma",2025-06-23,NS-2012,2024-11-19,Yes,SO-908698,2026-06-05,2025-02-18,Standard,2025-02-27,2025-02-14,Study Only
FDCEFEF5-08F,ZPP2,CT-8742-ECD,Released,LOT-45571743,LY7999038,MAT-16848,PCN-98137,Future,Past,Test,Prove,EA,70,38,499,PK-909100,71,66,MRP-106,6573649685,G2 Commercial,Change,2025-06-02,2025-07-22,2025-06-18,1,26,2026-09-17,2023-11-23,Live,LAT04,Month,LAT04 Manufacturing,OP95,2025-04-08,2024-11-29,RC5772,Primary,V854357,Ingram PLC Pharma,2026-03-28,FA-8185,2025-07-28,No,SO-479938,2024-07-13,2025-06-12,Express,2025-07-07,2025-06-12,Study Only
84B7FABF-DFC,ZPP2,CT-4229-AWU,Created,LOT-12068529,LY4076772,MAT-47986,PCN-25057,Likely,Street,Home,Check,EA,124,482,157,PK-922806,122,121,MRP-130,6315209572,G1 Clinical,Professor,2025-09-18,2025-11-03,2024-04-28,21,2,2025-02-03,2026-09-09,Husband,AP03,Identify,AP03 Manufacturing,OP44,2025-12-10,2024-07-02,RC5807,Backup,V317097,Lloyd-King Pharma,2024-06-19,La-8195,2024-02-12,Yes,SO-547618,2025-06-15,2025-10-02,Standard,2025-10-18,2025-10-02,Regional
E2E08976-B06,ZPP1,CT-5806-JWO,Released,LOT-62532897,LY4832570,MAT-81584,PCN-25249,Thus,Strategy,Five,Sister,EA,102,482,426,PK-440729,105,99,MRP-136,7854045782,G3 Pilot,Try,2025-03-26,2025-05-18,2025-02-12,4,20,2026-11-11,2024-05-18,Training,US01,Treatment,US01 Manufacturing,OP42,2025-05-15,2024-07-28,RC4736,Backup,V127495,Ochoa-Brown Pharma,2024-10-25,WU-6209,2024-10-18,No,SO-517743,2024-05-29,2025-04-13,Express,2025-05-01,2025-04-13,Global
B346DE58-18B,ZDOM,CT-8742-ECD,Created,LOT-94846184,LY9445129,MAT-47254,PCN-61365,Man,Include,Member,Check,EA,208,58,207,PK-595391,215,208,MRP-136,3280719955,G3 Pilot,North,2025-04-11,2025-05-16,2026-02-05,4,17,2025-01-01,2024-07-01,Once,EU02,Within,EU02 Manufacturing,OP58,2025-11-20,2025-09-14,RC6375,Backup,V981699,Fox-Brooks Pharma,2024-05-07,oq-3716,2026-08-14,Yes,SO-811312,2024-11-30,2025-05-04,Express,2025-05-08,2025-05-01,Regional
24B63DC5-4E0,ZPP1,CT-2004-PSX,Completed,LOT-51070012,LY2068480,MAT-97442,PCN-12230,Kid,Seem,Project,Force,EA,197,253,87,PK-699039,194,196,MRP-101,8244494755,G2 Commercial,Place,2025-03-15,2025-05-14,2026-10-04,25,29,2025-08-26,2025-12-26,Hear,EU02,Institution,EU02 Manufacturing,OP37,2024-12-07,2024-11-17,RC2900,Primary,V801229,Hensley-Green Pharma,2026-05-03,Nf-9772,2024-04-21,No,SO-127670,2024-07-31,2025-04-03,Express,2025-04-26,2025-04-03,Global
A3929C23-5C7,ZDOM,CT-3472-PNG,Released,LOT-21437748,LY2394164,MAT-84153,PCN-31015,Push,Prepare,Make,Kid,EA,247,174,378,PK-369413,256,247,MRP-118,5521729536,G2 Commercial,Guess,2025-09-26,2025-10-30,2025-09-30,11,18,2025-08-22,2024-03-29,Improve,US01,Available,US01 Manufacturing,OP65,2026-05-22,2024-06-24,RC9316,Backup,V666880,"Brown, Bell and Moss Pharma",2025-11-19,qu-6767,2025-02-04,No,SO-379669,2026-06-08,2025-10-11,Express,2025-10-12,2025-10-11,Global
57C036FF-7C4,ZPP2,CT-8970-PLO,Closed,LOT-14354504,LY1713107,MAT-86920,PCN-48473,Quality,Thus,Air,Like,EA,104,413,325,PK-810380,114,99,MRP-105,3831159638,G1 Clinical,President,2025-07-18,2025-08-30,2025-05-27,1,11,2025-10-09,2026-10-31,Sense,US01,Teacher,US01 Manufacturing,OP52,2024-09-28,2023-12-18,RC2756,Primary,V833320,Williams PLC Pharma,2024-09-19,LX-4643,2024-09-26,No,SO-637362,2026-02-07,2025-08-06,Express,2025-08-12,2025-07-31,Global
C8CA32C6-E9E,ZDOM,CT-9831-IEW,Created,LOT-26376337,LY9831858,MAT-33775,PCN-38746,Society,Back,Note,Base,EA,34,306,309,PK-264279,36,33,MRP-113,9770926854,G1 Clinical,Toward,2025-10-09,2025-11-21,2024-06-18,16,10,2026-07-25,2025-08-12,Can,LAT04,Often,LAT04 Manufacturing,OP60,2024-08-22,2025-05-17,RC6274,Backup,V164258,"Cruz, Rose and Mccullough Pharma",2025-01-07,iY-9729,2024-01-15,No,SO-275271,2025-12-02,2025-10-25,Standard,2025-11-09,2025-10-28,Global
ACC4DB4C-3ED,ZDOM,CT-3228-ZKT,Completed,LOT-60873216,LY7578185,MAT-18409,PCN-93499,Turn,Hot,Increase,Theory,EA,141,377,408,PK-875903,138,141,MRP-137,8587376750,G3 Pilot,Play,2025-09-01,2025-10-16,2025-10-25,14,13,2025-10-07,2024-08-28,Medical,AP03,Energy,AP03 Manufacturing,OP88,2024-12-02,2024-03-05,RC8777,Backup,V193028,Moyer Ltd Pharma,2024-04-07,bc-7452,2025-02-03,Yes,SO-651495,2026-04-04,2025-09-12,Express,2025-09-28,2025-09-11,Study Only
577BCE94-FDC,ZPP1,CT-8015-GMQ,Completed,LOT-92879466,LY7176075,MAT-91309,PCN-30238,Without,Difference,By,Medical,EA,49,154,29,PK-688775,45,44,MRP-118,3528380390,G2 Commercial,Debate,2025-03-10,2025-04-20,2024-12-31,26,22,2024-12-01,2026-08-26,Decision,LAT04,Professional,LAT04 Manufacturing,OP77,2026-02-13,2025-10-31,RC1570,Primary,V461538,Fuller-Reed Pharma,2024-08-05,RI-9731,2024-04-01,Yes,SO-450788,2026-06-24,2025-03-21,Standard,2025-04-06,2025-03-22,Regional
72E2F609-A3F,ZDOM,CT-3230-HFO,Completed,LOT-10539218,LY9935213,MAT-73628,PCN-35609,Country,Task,Green,Sit,EA,277,110,256,PK-508629,286,273,MRP-138,4643809089,G1 Clinical,Office,2024-12-26,2025-01-23,2025-01-05,22,14,2024-10-02,2023-12-02,Well,US01,Best,US01 Manufacturing,OP31,2026-09-17,2024-08-06,RC2854,Primary,V842432,Medina and Sons Pharma,2025-04-15,rK-0608,2025-01-31,Yes,SO-395984,2024-05-06,2025-01-07,Standard,2025-01-18,2025-01-08,Regional
5B67D985-194,ZDOM,CT-3395-UCM,Created,LOT-62567327,LY1550329,MAT-82814,PCN-90231,Know,Marriage,Surface,Score,EA,130,35,40,PK-180902,135,126,MRP-110,8528814478,G3 Pilot,Treat,2024-12-26,2025-02-15,2024-07-15,30,12,2025-03-09,2024-03-02,Success,LAT04,Receive,LAT04 Manufacturing,OP41,2025-02-18,2025-07-11,RC2822,Backup,V430964,"Reese, Johnson and Baxter Pharma",2025-04-11,Gw-1028,2026-07-08,Yes,SO-774914,2024-12-22,2025-01-08,Standard,2025-01-31,2025-01-09,Global
A1F0CF54-5A3,ZPP2,CT-5014-EEP,Closed,LOT-29384973,LY3327982,MAT-53554,PCN-78146,Effort,Less,Husband,Official,EA,275,188,420,PK-452421,275,275,MRP-103,2983589999,G1 Clinical,Yet,2025-01-15,2025-03-07,2024-09-18,21,21,2026-07-23,2025-11-19,Stop,LAT04,Store,LAT04 Manufacturing,OP84,2025-10-21,2024-04-20,RC4605,Backup,V881045,Kramer-Sweeney Pharma,2024-01-04,bm-8173,2026-10-26,No,SO-296928,2025-10-23,2025-01-31,Standard,2025-02-19,2025-02-01,Global
150CE384-BD4,ZPP1,CT-5806-JWO,Closed,LOT-62532897,LY5217935,MAT-81584,PCN-80467,Others,Visit,Expert,Must,EA,64,69,187,PK-761584,71,59,MRP-136,3887381624,G1 Clinical,Health,2025-06-11,2025-07-27,2026-01-18,9,10,2025-04-21,2024-02-25,Green,US01,Avoid,US01 Manufacturing,OP96,2024-08-26,2024-04-01,RC2004,Backup,V597143,Wang-Mclaughlin Pharma,2025-07-14,cc-5239,2025-01-17,Yes,SO-398719,2026-08-31,2025-06-26,Standard,2025-07-14,2025-06-19,Global
1E2662CC-B8F,ZPP2,CT-1696-SCY,Created,LOT-46656333,LY3720657,MAT-78401,PCN-54673,Personal,Gas,Drop,Treat,EA,201,256,444,PK-865450,207,199,MRP-103,4703029327,G2 Commercial,Moment,2025-08-13,2025-09-28,2025-03-23,14,9,2025-01-16,2026-02-10,Many,US01,Yourself,US01 Manufacturing,OP26,2024-12-13,2025-08-16,RC9064,Backup,V249491,Cole-Bradley Pharma,2025-01-28,Lm-7883,2025-06-23,No,SO-187921,2025-01-06,2025-08-23,Express,2025-09-14,2025-08-27,Study Only
10DC3E02-6DA,ZDOM,CT-7487-KNX,Completed,LOT-59884250,LY6820527,MAT-18458,PCN-47083,Physical,Social,Stay,Forward,EA,177,389,486,PK-680290,186,173,MRP-102,9222862848,G1 Clinical,Seek,2024-12-08,2025-01-11,2024-06-11,4,23,2025-02-24,2023-12-22,Theory,EU02,Anyone,EU02 Manufacturing,OP33,2026-04-01,2024-01-15,RC6371,Backup,V248140,Rowe Ltd Pharma,2025-10-16,sL-8416,2026-06-27,No,SO-684782,2024-04-14,2024-12-23,Express,2024-12-24,2024-12-26,Regional
29A6CFAF-AF6,ZPP1,CT-1696-SCY,Created,LOT-44491067,LY2139535,MAT-78401,PCN-64061,Leg,Together,Parent,After,EA,192,202,260,PK-693836,192,192,MRP-103,4157653265,G1 Clinical,Relationship,2025-05-12,2025-06-28,2024-05-05,11,29,2023-11-22,2024-09-09,Close,US01,Item,US01 Manufacturing,OP75,2024-03-22,2024-07-11,RC1640,Backup,V226806,Nelson PLC Pharma,2026-04-19,oi-2114,2025-06-14,No,SO-385423,2025-08-06,2025-05-22,Standard,2025-06-20,2025-05-23,Global
04FD0749-0E8,ZPP2,CT-8970-PLO,Closed,LOT-84562329,LY3851923,MAT-82398,PCN-11311,Dream,Finish,Member,Represent,EA,108,473,452,PK-148086,110,108,MRP-137,9174947406,G2 Commercial,Large,2025-01-12,2025-02-20,2024-11-30,26,22,2025-02-24,2026-01-20,Base,EU02,Finish,EU02 Manufacturing,OP83,2025-07-14,2024-02-21,RC1174,Backup,V951694,Alvarez-Garrison Pharma,2025-03-05,Cc-4367,2026-01-09,Yes,SO-123482,2026-09-03,2025-01-24,Standard,2025-02-04,2025-01-21,Global
18BE1300-48F,ZPP1,CT-8970-PLO,Closed,LOT-14354504,LY6692170,MAT-86920,PCN-24937,Wall,Former,Per,Interest,EA,111,301,248,PK-787292,106,110,MRP-105,3659685072,G1 Clinical,Amount,2025-01-28,2025-03-22,2025-08-11,9,20,2025-05-28,2024-07-07,Writer,US01,High,US01 Manufacturing,OP10,2026-08-10,2025-02-19,RC8328,Backup,V120852,Lee Inc Pharma,2024-10-28,mi-7012,2024-01-21,Yes,SO-142105,2025-07-21,2025-02-10,Standard,2025-03-06,2025-02-08,Regional
2A431C19-BD6,ZDOM,CT-6551-IBW,Released,LOT-20749320,LY4827777,MAT-52579,PCN-12735,Price,Attorney,Imagine,Lead,EA,111,440,440,PK-310802,120,107,MRP-109,8107006875,G1 Clinical,Actually,2024-12-26,2025-01-31,2024-10-24,16,5,2023-12-26,2026-04-10,Unit,US01,Old,US01 Manufacturing,OP79,2024-03-29,2025-09-13,RC6761,Primary,V374492,Smith Inc Pharma,2024-09-22,Ub-4048,2026-08-31,Yes,SO-469890,2023-11-20,2025-01-13,Express,2025-01-18,2025-01-14,Study Only
B91ED3F0-13C,ZDOM,CT-6109-EDZ,Closed,LOT-70811881,LY3151274,MAT-86168,PCN-55335,Heavy,Concern,Answer,Wish,EA,199,318,482,PK-528855,205,195,MRP-119,8383501356,G1 Clinical,Determine,2024-11-08,2024-12-28,2025-08-11,17,19,2024-05-28,2026-04-25,Player,AP03,Step,AP03 Manufacturing,OP25,2024-03-10,2025-11-21,RC6339,Backup,V636589,Gonzalez-Oconnor Pharma,2026-02-16,sq-1919,2025-10-12,No,SO-364640,2024-08-23,2024-11-26,Express,2024-12-13,2024-11-23,Regional
E9DC4109-30B,ZDOM,CT-1816-RCG,Created,LOT-73297905,LY3873795,MAT-37872,PCN-32738,Year,Social,Cultural,Base,EA,171,365,16,PK-157680,166,166,MRP-110,9384440981,G3 Pilot,After,2025-03-13,2025-04-25,2024-05-29,16,19,2024-09-16,2026-07-22,Black,AP03,Project,AP03 Manufacturing,OP59,2025-07-08,2025-07-10,RC4220,Primary,V275067,"Bautista, Reed and James Pharma",2024-04-10,yG-1844,2024-01-17,No,SO-859635,2026-07-09,2025-03-29,Express,2025-04-06,2025-03-24,Global
654F1F56-570,ZPP2,CT-7487-KNX,Closed,LOT-90900846,LY6001808,MAT-56157,PCN-84785,Yeah,Public,News,Attention,EA,89,305,262,PK-924169,98,89,MRP-116,3818886689,G3 Pilot,Agent,2025-05-16,2025-06-14,2026-04-27,4,23,2025-11-03,2023-12-31,Information,EU02,Series,EU02 Manufacturing,OP84,2025-02-23,2025-05-13,RC6601,Backup,V547085,"Powell, Wright and Medina Pharma",2025-11-22,PJ-8407,2026-06-21,No,SO-102037,2024-08-13,2025-06-02,Standard,2025-06-09,2025-05-28,Regional
ADA890D8-F3F,ZPP2,CT-9781-BYC,In Progress,LOT-50305764,LY8074538,MAT-96156,PCN-27007,Difficult,Chair,Since,Put,EA,295,77,410,PK-363686,305,291,MRP-110,9979608375,G3 Pilot,Month,2025-07-15,2025-09-03,2025-12-23,5,14,2026-08-05,2024-04-19,Indeed,AP03,Same,AP03 Manufacturing,OP59,2026-04-21,2025-08-28,RC1318,Backup,V964272,Brown Ltd Pharma,2025-11-11,wt-3933,2025-09-11,Yes,SO-403330,2024-06-01,2025-07-25,Standard,2025-08-27,2025-07-28,Study Only
ECE5617D-411,ZDOM,CT-8970-PLO,Created,LOT-74101873,LY1116054,MAT-82398,PCN-77368,Week,Sport,Move,Detail,EA,32,417,490,PK-525186,33,30,MRP-137,5462726991,G2 Commercial,His,2024-12-22,2025-02-17,2025-08-23,21,19,2026-02-24,2024-02-28,Property,EU02,Population,EU02 Manufacturing,OP28,2026-03-23,2025-08-23,RC7060,Backup,V466570,"Turner, Wilson and Schmidt Pharma",2024-03-10,bA-8488,2026-09-16,No,SO-951064,2026-10-16,2025-01-03,Express,2025-02-01,2025-01-02,Study Only
044D2FC6-0A1,ZDOM,CT-7484-BIH,Completed,LOT-26012891,LY9835139,MAT-66257,PCN-52656,Miss,Half,Without,Senior,EA,119,225,190,PK-965261,115,115,MRP-133,9287185434,G3 Pilot,Here,2025-09-25,2025-11-15,2026-09-06,6,21,2025-04-29,2025-10-17,Blood,LAT04,A,LAT04 Manufacturing,OP26,2024-03-11,2026-10-13,RC8712,Primary,V186689,Miranda Ltd Pharma,2024-11-30,YX-1440,2026-04-21,Yes,SO-250953,2026-06-17,2025-10-15,Standard,2025-10-30,2025-10-08,Global
954B5F54-FC0,ZPP2,CT-3472-PNG,Completed,LOT-89268420,LY9618664,MAT-84153,PCN-60139,Mrs,City,Want,Level,EA,233,248,7,PK-701783,228,228,MRP-118,1848269861,G1 Clinical,Expect,2024-12-25,2025-01-28,2026-09-25,20,8,2026-03-06,2025-05-25,Run,US01,Degree,US01 Manufacturing,OP32,2025-05-30,2025-09-26,RC1519,Primary,V805971,"Rivera, Rodriguez and Smith Pharma",2024-06-05,Dc-9731,2025-01-16,No,SO-339783,2024-12-28,2025-01-06,Express,2025-01-14,2025-01-07,Study Only
41D466A6-21E,ZDOM,CT-5806-JWO,Released,LOT-70504064,LY7432554,MAT-26378,PCN-52568,Garden,Network,Speech,Himself,EA,166,461,35,PK-736889,171,166,MRP-126,5604696112,G3 Pilot,You,2025-10-18,2025-12-09,2024-10-06,27,6,2025-09-25,2025-05-19,Modern,AP03,I,AP03 Manufacturing,OP94,2026-04-25,2025-03-12,RC7315,Primary,V998163,Mcclain Ltd Pharma,2024-06-15,Hb-2311,2026-03-21,Yes,SO-600359,2026-09-11,2025-10-31,Standard,2025-11-25,2025-10-27,Regional
7C1A47DE-DD1,ZPP2,CT-6592-IDY,Created,LOT-66123852,LY5382908,MAT-49508,PCN-97045,Hundred,Tv,Different,Keep,EA,54,432,320,PK-360031,54,51,MRP-116,5133744846,G1 Clinical,Message,2025-01-19,2025-02-18,2025-08-06,30,20,2024-09-09,2026-01-22,Certain,LAT04,End,LAT04 Manufacturing,OP67,2024-02-05,2025-09-21,RC8476,Primary,V125531,Washington and Sons Pharma,2025-11-02,gP-1375,2026-09-21,No,SO-451352,2026-06-01,2025-02-04,Standard,2025-02-09,2025-01-30,Study Only
694E96DC-2A6,ZPP2,CT-8015-GMQ,Closed,LOT-21570201,LY7767231,MAT-74459,PCN-39389,Skin,Leg,Fight,About,EA,71,284,251,PK-425261,67,67,MRP-114,6774927075,G2 Commercial,Name,2025-05-03,2025-07-04,2026-08-19,27,1,2025-03-15,2026-01-02,Top,US01,Campaign,US01 Manufacturing,OP13,2024-11-08,2024-03-29,RC8816,Primary,V626527,Woods-Spears Pharma,2025-08-21,Fg-3868,2026-03-21,Yes,SO-385437,2024-02-13,2025-05-20,Express,2025-06-16,2025-05-19,Study Only
41760EC3-898,ZPP2,CT-9781-BYC,Completed,LOT-72341875,LY7857400,MAT-96156,PCN-71205,Cut,Edge,Until,Born,EA,296,1,399,PK-522628,306,295,MRP-110,5543362494,G3 Pilot,Exist,2024-12-26,2025-02-25,2026-08-14,26,21,2024-04-05,2024-01-31,Control,AP03,Cultural,AP03 Manufacturing,OP55,2024-05-31,2025-12-09,RC6800,Primary,V427054,Griffith Ltd Pharma,2026-01-07,lM-3104,2025-10-12,Yes,SO-656452,2026-01-26,2025-01-14,Express,2025-02-08,2025-01-12,Study Only
CCFEC4B3-889,ZPP1,CT-8970-PLO,Created,LOT-91814441,LY1764975,MAT-85304,PCN-75608,Whole,Off,Over,Religious,EA,13,45,60,PK-392464,19,12,MRP-117,4327386498,G3 Pilot,Draw,2025-10-05,2025-11-08,2024-03-22,7,29,2026-03-26,2025-12-05,Parent,AP03,Where,AP03 Manufacturing,OP88,2025-08-15,2024-01-10,RC3321,Backup,V831908,Zuniga-Buckley Pharma,2024-07-21,yZ-1013,2026-03-11,Yes,SO-824704,2026-04-15,2025-10-25,Express,2025-10-30,2025-10-20,Global
603EDC76-89F,ZDOM,CT-7487-KNX,Closed,LOT-90900846,LY2341808,MAT-56157,PCN-69461,School,Tree,Environment,Success,EA,293,401,168,PK-418498,300,292,MRP-116,5574403927,G1 Clinical,General,2025-08-02,2025-09-16,2025-10-05,12,7,2025-12-01,2025-02-07,Company,EU02,Establish,EU02 Manufacturing,OP76,2026-02-26,2023-12-10,RC4034,Backup,V333208,Sanchez-Mosley Pharma,2024-01-22,DP-6307,2024-01-11,No,SO-821488,2025-10-08,2025-08-15,Standard,2025-09-01,2025-08-16,Study Only
535A2ABA-732,ZPP1,CT-1816-RCG,Created,LOT-60968631,LY4838634,MAT-37872,PCN-92908,Economy,Want,Affect,Degree,EA,249,259,432,PK-153287,253,248,MRP-110,2343895333,G3 Pilot,How,2025-04-09,2025-05-25,2026-02-20,7,2,2023-11-22,2026-05-11,Your,AP03,Your,AP03 Manufacturing,OP75,2025-11-10,2026-01-25,RC4866,Backup,V903850,Rodriguez LLC Pharma,2024-05-20,Nc-8139,2025-02-14,No,SO-496515,2025-08-04,2025-04-30,Standard,2025-05-11,2025-04-25,Global
060D2D29-5FD,ZDOM,CT-8015-GMQ,Created,LOT-49095565,LY8964232,MAT-74459,PCN-89464,Live,Draw,Capital,Bit,EA,214,167,295,PK-908414,213,211,MRP-114,8019496391,G1 Clinical,Recent,2025-10-24,2025-11-27,2024-08-27,15,29,2025-08-11,2024-12-03,Measure,US01,Third,US01 Manufacturing,OP32,2024-02-04,2026-01-30,RC3564,Primary,V957493,Carney Inc Pharma,2025-08-21,jd-5506,2026-08-23,No,SO-630704,2025-11-14,2025-11-04,Express,2025-11-17,2025-11-05,Regional
29C1FE4B-0BF,ZPP2,CT-3472-PNG,Completed,LOT-22463904,LY3182170,MAT-45907,PCN-76566,Continue,But,Material,Grow,EA,160,316,285,PK-922378,167,160,MRP-115,6896251285,G1 Clinical,Help,2025-03-14,2025-04-12,2026-03-17,22,3,2025-07-25,2024-03-14,Statement,LAT04,Ahead,LAT04 Manufacturing,OP80,2025-05-20,2026-03-21,RC7157,Backup,V399866,Mccullough Ltd Pharma,2026-10-30,ct-5239,2025-05-09,Yes,SO-322198,2026-07-25,2025-03-30,Express,2025-03-25,2025-03-25,Study Only
CD20E168-B67,ZPP2,CT-3395-UCM,Closed,LOT-52789053,LY8433021,MAT-82814,PCN-90156,Community,Ask,Push,Team,EA,65,194,458,PK-727765,71,64,MRP-110,2599881602,G2 Commercial,Job,2025-09-13,2025-10-14,2026-11-08,26,17,2024-07-22,2026-03-01,Church,LAT04,How,LAT04 Manufacturing,OP25,2026-05-19,2025-06-27,RC9094,Backup,V639407,"Wright, Nunez and Clay Pharma",2026-02-03,yw-4696,2026-01-18,Yes,SO-772224,2024-06-09,2025-10-01,Express,2025-10-09,2025-10-01,Global
F810F57F-82C,ZPP2,CT-3636-AVP,Created,LOT-41301239,LY3641626,MAT-46171,PCN-21225,Example,Low,Thank,Various,EA,131,180,399,PK-671115,133,129,MRP-136,8680276516,G2 Commercial,Ground,2025-01-23,2025-03-10,2024-03-08,29,18,2025-12-19,2025-12-27,Career,AP03,Science,AP03 Manufacturing,OP69,2024-10-08,2024-11-12,RC8338,Primary,V259270,Garza-Powell Pharma,2025-06-12,bf-0883,2024-07-17,Yes,SO-637244,2024-10-05,2025-02-10,Express,2025-02-25,2025-02-10,Study Only
F58F8FB7-75D,ZPP1,CT-8015-GMQ,Completed,LOT-21570201,LY7948159,MAT-74459,PCN-24077,Language,Area,Two,Cut,EA,196,82,335,PK-101149,191,194,MRP-114,8448822070,G2 Commercial,Issue,2025-02-05,2025-03-18,2024-06-14,14,8,2025-01-06,2026-03-08,It,US01,Still,US01 Manufacturing,OP41,2026-08-28,2025-07-05,RC5155,Primary,V403850,Abbott Group Pharma,2024-10-28,Fo-5213,2026-02-22,No,SO-444160,2025-02-21,2025-02-17,Express,2025-03-02,2025-02-17,Global
A8BF7403-DA8,ZDOM,CT-4229-AWU,Released,LOT-66136964,LY8820601,MAT-40089,PCN-85962,A,Decide,Language,Including,EA,97,130,197,PK-193869,94,92,MRP-126,7884197314,G2 Commercial,Provide,2025-05-08,2025-07-02,2024-11-22,5,22,2024-03-10,2026-10-19,Time,EU02,No,EU02 Manufacturing,OP80,2025-01-05,2025-12-18,RC2631,Primary,V278723,Yates-Watson Pharma,2023-12-06,Np-8549,2023-12-27,No,SO-239414,2026-08-08,2025-06-01,Standard,2025-06-16,2025-05-26,Global
22D3A96C-CE5,ZPP2,CT-3472-PNG,Released,LOT-21437748,LY5275852,MAT-84153,PCN-94247,Guy,Exactly,We,Push,EA,171,363,275,PK-256498,170,168,MRP-118,1994017297,G2 Commercial,Minute,2025-05-03,2025-06-05,2026-04-10,2,17,2026-03-09,2026-03-24,Experience,US01,Form,US01 Manufacturing,OP37,2024-06-26,2025-10-25,RC3936,Backup,V347561,Anderson-Delacruz Pharma,2025-07-02,KG-7517,2025-04-01,No,SO-828376,2024-03-13,2025-05-17,Express,2025-05-31,2025-05-13,Global
6BBDED17-78C,ZDOM,CT-8015-GMQ,Created,LOT-21570201,LY6498637,MAT-74459,PCN-35022,Party,Age,For,How,EA,227,175,463,PK-711420,225,222,MRP-114,5202928945,G2 Commercial,Company,2024-11-18,2025-01-01,2026-08-15,10,10,2026-10-09,2026-03-19,Stand,US01,Prevent,US01 Manufacturing,OP32,2026-09-21,2024-03-14,RC7775,Backup,V228750,Flores-Carson Pharma,2026-07-20,fc-9319,2025-10-18,No,SO-615163,2025-03-27,2024-12-13,Standard,2024-12-27,2024-12-09,Study Only
D1C0BAB1-86B,ZDOM,CT-9781-BYC,Created,LOT-96443919,LY7580318,MAT-31615,PCN-14697,Them,Join,Ten,Knowledge,EA,225,314,463,PK-850639,223,222,MRP-122,8636468330,G2 Commercial,Here,2025-06-08,2025-07-31,2026-10-22,20,2,2025-04-16,2024-03-28,Hour,EU02,None,EU02 Manufacturing,OP49,2024-06-06,2026-05-16,RC9880,Backup,V451074,Fletcher Inc Pharma,2026-05-13,nx-0723,2025-12-22,No,SO-860213,2024-08-15,2025-07-03,Express,2025-07-24,2025-06-25,Global
