Old Qty,New Qty,Purchase Document Date,Purchasing Document Type,Material,Purchasing document number,Item number of purchasing document,Plant,Purchasing Group,Schedule line number,Vendor,FACTCAL ID,MRP AREA,MRP CONTRL,MRP TYPE,New Date,Old Date,Reason,Lead Time,FAC_CAL_DEL_DATE,ZDELDATE,Factory Calendar ID,MRP Characteristic,MRP Controller,Product Description,Days Difference,Hit Reason,Actual PO Date,Scheduled PO Date,Qty Ordered,Qty Received,Qty Variance Pront,Po Release Date,Elapse Lead Time,Hit Flag,Internal Vendor Flag,Lead Time Given,Statistical Delivery Date,Purch Order Type Id,Item Delivery Date,Purch Grp Id,Vendor Id,Planned Lead Time,Inbound Delivery Date,MRP Type Id,MRP Controller Id,Days Early Late,Vendor Name,Goods Receipt Date,Flag Delete,Purchase order Flag_Open/Close,Trial Alias
192,204,2025-05-21,NB,MAT-78401,1858775222,65,US01,PG74,3,V226806,593323234,MRP-54,MRP-65,VB,2025-07-04,2025-06-05,Industry,17,2024-09-20,2024-06-03,440791561,MRP-98,MRP-103,Expect Tablet,-5,Allow,2025-05-21,2025-06-18,192,191,5,2025-05-19,14,Yes,V8121594,29,2024-11-12,691582396,2026-08-18,324409189,V4486326,13,2026-07-09,VB,MRP-124,2,Valdez-Coleman Pharma,2024-05-11,Yes,No,CT-1696-SCY
108,113,2025-01-19,NB,MAT-82398,9034878142,49,EU02,PG70,4,V951694,899117787,MRP-54,MRP-78,PD,2025-07-18,2024-05-17,Might,11,2024-07-16,2024-03-09,971679503,MRP-21,MRP-137,Range Solution,13,Investment,2025-01-19,2025-02-02,108,107,-2,2025-01-17,8,No,V9737423,40,2026-04-10,459364011,2024-08-18,800966931,V9789631,35,2024-05-01,VV,MRP-120,19,Ford-Smith Pharma,2025-01-03,Yes,No,CT-8970-PLO
111,118,2025-02-06,NB,MAT-86920,9929263533,46,US01,PG88,2,V120852,512536233,MRP-38,MRP-53,VV,2026-11-11,2024-10-08,Current,43,2025-06-11,2025-05-23,846564251,MRP-37,MRP-105,Various Solution,2,Decide,2025-02-06,2025-03-07,111,109,2,2025-02-04,23,Yes,V7841880,11,2026-03-26,282191722,2023-12-21,981570819,V8766831,28,2025-02-13,VB,MRP-116,23,French LLC Pharma,2025-12-30,Yes,No,CT-8970-PLO
111,129,2025-01-08,FO,MAT-52579,9568667752,52,US01,PG88,1,V374492,768967722,MRP-29,MRP-67,VV,2024-09-16,2026-05-15,Close,9,2026-08-08,2024-04-24,554785168,MRP-30,MRP-109,Cell Tablet,-3,Across,2025-01-08,2025-01-16,111,106,-3,2025-01-06,28,No,V7240918,45,2025-08-10,225326789,2026-04-25,411487244,V4705291,11,2026-08-08,VB,MRP-139,5,Foster PLC Pharma,2024-07-08,Yes,No,CT-6551-IBW
199,217,2024-11-18,FO,MAT-86168,7148298194,50,AP03,PG99,4,V636589,661623961,MRP-21,MRP-43,PD,2024-02-05,2026-04-02,Tonight,9,2024-01-09,2024-07-17,850236854,MRP-66,MRP-119,Run Solution,13,Simply,2024-11-18,2024-12-09,199,199,4,2024-11-16,5,Yes,V8600613,30,2024-03-09,271272979,2025-03-23,924100868,V9320749,18,2024-02-07,PD,MRP-123,9,"Miller, Stafford and Cortez Pharma",2026-04-20,No,Yes,CT-6109-EDZ
171,168,2025-03-21,NB,MAT-37872,4280380573,28,AP03,PG12,4,V275067,343446249,MRP-24,MRP-76,VB,2026-01-20,2025-03-11,Necessary,23,2024-05-05,2026-10-30,638314564,MRP-63,MRP-110,Effort Capsule,9,Full,2025-03-21,2025-04-01,171,167,-3,2025-03-19,22,No,V9037830,29,2026-05-17,662264985,2025-07-06,706167215,V6288170,23,2025-11-19,VB,MRP-107,10,"Walker, Hampton and Anderson Pharma",2023-12-02,No,Yes,CT-1816-RCG
89,84,2025-05-26,NB,MAT-56157,4010262926,73,EU02,PG89,3,V547085,736696261,MRP-58,MRP-62,PD,2023-12-03,2025-11-13,Foot,28,2025-04-26,2026-07-12,998453964,MRP-31,MRP-116,Contain Solution,14,Kid,2025-05-26,2025-06-12,89,88,-1,2025-05-24,13,Yes,V7836337,24,2025-03-29,693361156,2026-04-16,870569137,V9802999,22,2024-06-28,PD,MRP-104,3,Martinez-Barajas Pharma,2025-05-26,No,Yes,CT-7487-KNX
295,293,2025-07-23,NB,MAT-96156,1687306592,57,AP03,PG48,3,V964272,703846147,MRP-46,MRP-73,PD,2026-04-15,2025-10-13,Certainly,4,2024-01-18,2025-08-22,175340398,MRP-18,MRP-110,Compare Tablet,5,Director,2025-07-23,2025-08-22,295,295,-3,2025-07-21,13,Yes,V6071253,18,2026-08-09,214312959,2024-03-30,750270383,V4442993,11,2025-06-22,PD,MRP-103,28,Anderson PLC Pharma,2025-10-07,No,No,CT-9781-BYC
32,23,2024-12-31,FO,MAT-82398,4606821318,79,EU02,PG56,2,V466570,988894295,MRP-52,MRP-95,VB,2026-03-29,2026-04-11,National,29,2024-09-25,2024-07-18,467581399,MRP-28,MRP-137,Range Solution,5,Production,2024-12-31,2025-01-29,32,30,-2,2024-12-29,11,No,V6769897,18,2023-12-12,326948645,2024-05-04,897205891,V3877646,38,2025-04-29,VB,MRP-137,16,Myers LLC Pharma,2026-07-12,Yes,No,CT-8970-PLO
119,125,2025-10-06,NB,MAT-66257,9879252143,77,LAT04,PG92,3,V186689,291869018,MRP-30,MRP-71,PD,2026-04-20,2024-02-25,Heart,19,2024-08-30,2025-11-27,599880995,MRP-73,MRP-133,Hundred Solution,0,Ever,2025-10-06,2025-10-31,119,114,4,2025-10-04,5,No,V9116331,33,2024-07-27,939120114,2024-04-08,955145467,V2940138,42,2024-02-16,VB,MRP-101,14,"Meadows, Delacruz and Barnes Pharma",2023-12-18,No,Yes,CT-7484-BIH
233,252,2025-01-05,NB,MAT-84153,4374117597,14,US01,PG25,5,V805971,825025766,MRP-79,MRP-49,VB,2026-07-20,2025-08-08,Game,42,2026-05-06,2024-01-01,550993043,MRP-21,MRP-118,Floor Patch,-4,Staff,2025-01-05,2025-01-15,233,233,4,2025-01-03,16,No,V6901113,16,2024-03-26,995362730,2024-04-06,939083091,V7445116,9,2026-06-19,VV,MRP-125,9,Miller and Sons Pharma,2025-10-14,No,Yes,CT-3472-PNG
166,175,2025-10-25,FO,MAT-26378,9866995487,27,AP03,PG74,1,V998163,312503631,MRP-30,MRP-31,PD,2026-02-13,2023-12-03,Group,29,2023-12-21,2025-11-25,295651314,MRP-80,MRP-126,Shake Tablet,-1,Ago,2025-10-25,2025-11-20,166,166,-2,2025-10-23,14,Yes,V7551835,32,2025-11-10,511393621,2026-07-29,779372530,V7354483,31,2025-03-02,VB,MRP-111,29,Hines-Rodgers Pharma,2025-03-23,Yes,Yes,CT-5806-JWO
54,70,2025-01-27,FO,MAT-49508,2155644627,45,LAT04,PG22,2,V125531,652422558,MRP-72,MRP-84,VB,2024-11-18,2024-06-09,Will,6,2026-07-21,2026-06-04,911696229,MRP-57,MRP-116,Able Patch,-1,Wear,2025-01-27,2025-02-11,54,50,1,2025-01-25,21,No,V1455336,27,2026-10-15,370553851,2024-06-26,455710883,V7066206,8,2025-04-25,PD,MRP-101,17,Wagner-Barnes Pharma,2025-07-08,No,No,CT-6592-IDY
71,86,2025-05-13,NB,MAT-74459,2595202462,88,US01,PG99,1,V626527,588902102,MRP-43,MRP-22,VB,2024-08-06,2025-07-06,Technology,14,2024-10-24,2025-04-25,412381576,MRP-75,MRP-114,Memory Solution,-2,House,2025-05-13,2025-06-12,71,70,-3,2025-05-11,15,Yes,V3616674,30,2026-06-07,481558572,2024-11-22,262877569,V5694127,19,2024-12-04,PD,MRP-105,16,Henderson-Rivera Pharma,2025-12-05,Yes,Yes,CT-8015-GMQ
296,293,2025-01-08,NB,MAT-96156,4494642962,31,AP03,PG14,1,V427054,506611743,MRP-14,MRP-60,VB,2026-05-09,2025-08-07,Best,23,2026-09-13,2025-02-15,931614639,MRP-28,MRP-110,Compare Tablet,4,Perhaps,2025-01-08,2025-02-03,296,293,0,2025-01-06,23,Yes,V6857121,17,2024-12-18,216371714,2025-04-24,695385161,V9766758,11,2026-07-02,PD,MRP-103,28,"Mueller, Payne and Jensen Pharma",2025-09-03,No,No,CT-9781-BYC
13,7,2025-10-16,NB,MAT-85304,7791271087,50,AP03,PG16,1,V831908,908446241,MRP-11,MRP-37,VV,2026-02-23,2025-06-22,Idea,41,2025-12-17,2024-03-07,776763360,MRP-97,MRP-117,Artist Solution,-4,Focus,2025-10-16,2025-11-01,13,11,5,2025-10-14,26,Yes,V7913214,34,2025-12-07,405999138,2026-02-18,252323495,V2517674,31,2026-05-05,PD,MRP-129,29,"Erickson, Bradley and Mack Pharma",2023-12-06,Yes,No,CT-8970-PLO
293,293,2025-08-09,FO,MAT-56157,6678383309,72,EU02,PG74,1,V333208,870240281,MRP-76,MRP-24,VB,2025-06-25,2024-07-04,Expert,26,2024-05-12,2025-07-02,360629389,MRP-13,MRP-116,Contain Solution,-3,Already,2025-08-09,2025-08-31,293,292,0,2025-08-07,25,No,V2458030,34,2025-02-18,660718360,2026-05-07,584085498,V6295513,45,2024-09-24,VV,MRP-132,11,Woods-Taylor Pharma,2026-02-17,Yes,Yes,CT-7487-KNX
249,255,2025-04-20,NB,MAT-37872,1837352362,50,AP03,PG19,5,V903850,934225447,MRP-39,MRP-26,VV,2024-04-05,2025-06-27,Trade,17,2025-12-10,2024-03-12,258371918,MRP-39,MRP-110,Effort Capsule,10,Cost,2025-04-20,2025-05-11,249,245,-4,2025-04-18,5,Yes,V6918899,25,2024-12-11,227533906,2025-06-30,640461908,V9701292,21,2024-04-09,VV,MRP-121,16,George-Hamilton Pharma,2025-01-03,No,Yes,CT-1816-RCG
214,214,2025-11-03,FO,MAT-74459,2629566085,26,US01,PG71,3,V957493,277643624,MRP-27,MRP-89,VV,2026-07-01,2025-04-17,Human,44,2026-10-10,2025-05-21,252145721,MRP-61,MRP-114,Memory Solution,8,Also,2025-11-03,2025-11-20,214,210,-1,2025-11-01,20,Yes,V7088501,45,2026-07-14,930596873,2025-11-26,219661727,V7854934,26,2026-06-15,VB,MRP-138,4,"Schwartz, Green and Williams Pharma",2026-09-22,No,Yes,CT-8015-GMQ
160,150,2025-03-21,NB,MAT-45907,4403204476,51,LAT04,PG45,2,V399866,316274357,MRP-10,MRP-77,PD,2023-11-18,2026-01-19,Drop,25,2024-12-07,2025-04-18,575338970,MRP-67,MRP-115,Speech Patch,-3,Food,2025-03-21,2025-03-28,160,156,-4,2025-03-19,12,Yes,V2464730,45,2026-09-19,930654651,2025-03-31,707238744,V4862261,41,2025-02-22,VV,MRP-114,3,Roberts and Sons Pharma,2026-05-24,No,Yes,CT-3472-PNG
65,83,2025-09-28,FO,MAT-82814,7215279987,82,LAT04,PG54,1,V639407,385336170,MRP-64,MRP-25,VV,2025-06-23,2024-05-09,Responsibility,34,2026-11-09,2026-10-30,570548751,MRP-58,MRP-110,Reduce Solution,0,Air,2025-09-28,2025-10-07,65,65,5,2025-09-26,6,Yes,V3290131,42,2026-01-04,491331978,2024-09-23,484818848,V4094375,19,2024-11-04,PD,MRP-111,3,Johnson Ltd Pharma,2024-04-02,No,Yes,CT-3395-UCM
131,125,2025-02-06,FO,MAT-46171,6301632357,66,AP03,PG90,4,V259270,200037424,MRP-90,MRP-99,VB,2024-02-14,2023-11-23,Including,42,2026-01-14,2025-04-20,151163625,MRP-87,MRP-136,Though Solution,-4,Identify,2025-02-06,2025-02-26,131,130,1,2025-02-04,30,Yes,V4822831,14,2026-11-04,240880163,2024-04-17,318648815,V4760362,34,2024-07-08,PD,MRP-134,2,Duran-Cardenas Pharma,2026-08-31,Yes,Yes,CT-3636-AVP
196,216,2025-02-10,NB,MAT-74459,3956135233,52,US01,PG67,2,V403850,553561987,MRP-77,MRP-27,VB,2025-02-11,2026-02-12,Build,29,2025-11-08,2024-03-14,962321698,MRP-83,MRP-114,Memory Solution,2,With,2025-02-10,2025-03-03,196,194,2,2025-02-08,29,Yes,V7080727,16,2024-06-03,528773274,2025-04-18,500609596,V7289766,39,2024-07-30,PD,MRP-128,25,Martin-Chaney Pharma,2024-02-05,Yes,Yes,CT-8015-GMQ
97,102,2025-05-23,FO,MAT-40089,3802045026,65,EU02,PG23,3,V278723,352131291,MRP-23,MRP-37,PD,2025-12-24,2024-12-14,Try,29,2024-11-10,2025-05-28,382815777,MRP-46,MRP-126,Pull Patch,7,Step,2025-05-23,2025-06-18,97,96,4,2025-05-21,22,Yes,V6203001,44,2026-02-04,668883794,2024-11-25,851110095,V2520651,12,2024-07-11,VB,MRP-113,14,Sullivan-Taylor Pharma,2026-02-27,Yes,No,CT-4229-AWU
171,183,2025-05-08,FO,MAT-84153,9797020434,60,US01,PG54,5,V347561,542589429,MRP-22,MRP-66,PD,2025-04-16,2025-09-03,Under,24,2026-07-31,2024-03-06,199560864,MRP-81,MRP-118,Floor Patch,6,Listen,2025-05-08,2025-06-01,171,166,-1,2025-05-06,9,Yes,V4083714,6,2024-11-20,955172255,2025-05-30,373710878,V6389791,21,2025-11-23,VV,MRP-107,7,Jenkins-Mata Pharma,2024-01-18,Yes,Yes,CT-3472-PNG
227,218,2024-12-03,FO,MAT-74459,5666383707,55,US01,PG89,4,V228750,509253401,MRP-90,MRP-59,VB,2026-02-18,2024-02-19,Cultural,27,2026-06-21,2026-02-19,173881952,MRP-28,MRP-114,Memory Solution,9,Night,2024-12-03,2024-12-30,227,225,4,2024-12-01,12,Yes,V8308214,44,2025-12-23,831376770,2025-02-03,981928061,V7365674,3,2025-06-14,VV,MRP-136,1,Armstrong Ltd Pharma,2025-01-29,Yes,Yes,CT-8015-GMQ
225,232,2025-06-23,FO,MAT-31615,4723546359,17,EU02,PG25,1,V451074,278569203,MRP-99,MRP-48,VB,2025-07-22,2025-03-22,Green,17,2024-07-02,2025-02-23,731221578,MRP-49,MRP-122,Trouble Capsule,12,Standard,2025-06-23,2025-07-20,225,221,5,2025-06-21,18,Yes,V3225389,25,2024-03-29,598928149,2026-02-13,172957839,V8524839,16,2026-07-01,VV,MRP-126,26,Hernandez and Sons Pharma,2026-04-09,No,No,CT-9781-BYC
271,271,2025-03-02,NB,MAT-78401,9002934034,87,US01,PG70,5,V611749,668973784,MRP-70,MRP-37,PD,2025-06-14,2025-12-07,Send,15,2024-06-24,2025-02-10,795493555,MRP-44,MRP-103,Expect Tablet,8,Most,2025-03-02,2025-03-10,271,269,2,2025-02-28,18,Yes,V3961170,11,2025-05-01,347680766,2026-03-28,848000682,V9167629,19,2026-10-17,PD,MRP-111,22,Jackson-Dorsey Pharma,2023-11-17,Yes,Yes,CT-1696-SCY
115,133,2025-07-01,NB,MAT-74247,6184719580,88,EU02,PG57,1,V111818,869654102,MRP-65,MRP-41,VV,2024-09-15,2025-08-15,Pretty,16,2024-05-14,2024-04-01,450917833,MRP-56,MRP-131,Great Patch,-5,Almost,2025-07-01,2025-07-11,115,113,4,2025-06-29,30,No,V2485903,8,2026-01-15,132429415,2026-08-12,462446012,V3839872,44,2024-02-27,PD,MRP-122,3,Leonard Group Pharma,2026-03-21,No,Yes,CT-7484-BIH
204,214,2024-11-28,FO,MAT-16078,7798709509,47,LAT04,PG12,5,V600127,347708167,MRP-17,MRP-34,VB,2026-01-26,2026-03-23,Note,37,2026-05-02,2024-01-17,181743788,MRP-62,MRP-139,Stock Patch,5,Short,2024-11-28,2024-12-20,204,203,-4,2024-11-26,28,Yes,V9684403,36,2024-06-19,728532182,2026-06-27,252955721,V6541219,30,2025-02-28,VB,MRP-139,15,Cross-Morris Pharma,2025-08-26,No,Yes,CT-9831-IEW
218,220,2025-04-25,FO,MAT-97442,3925139636,75,EU02,PG74,3,V689044,135969070,MRP-97,MRP-60,PD,2025-09-17,2024-10-13,Ever,39,2026-05-23,2025-07-02,483548802,MRP-68,MRP-101,Common Patch,0,Ago,2025-04-25,2025-05-15,218,216,2,2025-04-23,12,No,V6786443,43,2025-05-01,714232784,2026-07-04,214382958,V1396023,20,2025-11-17,PD,MRP-117,13,Sanford Inc Pharma,2023-12-16,Yes,Yes,CT-2004-PSX
239,258,2025-10-25,NB,MAT-22108,2025415968,63,US01,PG93,3,V952480,764666304,MRP-67,MRP-32,VB,2026-03-31,2026-01-17,Dream,39,2026-06-27,2025-12-24,389683791,MRP-65,MRP-102,Win Injection,-3,Consider,2025-10-25,2025-11-05,239,239,4,2025-10-23,18,No,V2250664,13,2025-03-07,686916506,2025-12-20,273215815,V1731919,5,2026-03-23,PD,MRP-110,22,Hughes-Yang Pharma,2023-12-06,Yes,No,CT-6910-RDE
284,290,2025-06-29,FO,MAT-14039,2937112166,65,EU02,PG69,4,V925805,341811534,MRP-52,MRP-37,VV,2025-05-03,2026-06-14,Although,31,2025-12-12,2024-02-10,431586996,MRP-97,MRP-115,Should Tablet,-1,Read,2025-06-29,2025-07-29,284,282,1,2025-06-27,18,Yes,V5218300,40,2023-12-13,474025617,2026-03-27,538152836,V1665331,14,2026-08-23,VB,MRP-114,17,Cantrell-Olson Pharma,2024-06-26,Yes,No,CT-6109-EDZ
282,285,2025-04-15,NB,MAT-22610,5806700042,79,LAT04,PG56,3,V392918,269454497,MRP-49,MRP-86,VB,2024-06-01,2025-03-28,Administration,22,2026-02-14,2025-10-31,862489517,MRP-76,MRP-108,Us Solution,11,Yard,2025-04-15,2025-05-05,282,281,4,2025-04-13,28,Yes,V4752096,32,2024-03-11,173925729,2024-10-11,236874936,V9111589,7,2026-10-02,PD,MRP-119,30,"Munoz, Newman and Mccormick Pharma",2026-07-05,No,No,CT-9771-CZL
295,302,2025-06-11,NB,MAT-30703,9998612461,22,AP03,PG67,3,V663804,456808035,MRP-63,MRP-75,VV,2025-08-28,2026-01-23,Issue,12,2024-01-20,2026-04-30,956201854,MRP-26,MRP-124,Cold Injection,-3,Individual,2025-06-11,2025-06-23,295,294,-3,2025-06-09,24,Yes,V7309154,4,2024-03-04,625823471,2026-04-18,635589803,V8780296,6,2025-05-02,VB,MRP-127,8,Moore LLC Pharma,2026-06-28,No,Yes,CT-3228-ZKT
39,48,2025-09-24,FO,MAT-47140,7152348484,45,US01,PG16,2,V779788,454939165,MRP-75,MRP-93,VV,2025-12-29,2025-11-06,Able,29,2024-05-20,2024-01-15,373697316,MRP-93,MRP-111,Side Capsule,-2,Mind,2025-09-24,2025-10-07,39,36,-5,2025-09-22,9,No,V4599285,40,2024-03-13,538674326,2024-07-29,855339145,V9376778,23,2025-04-25,PD,MRP-103,15,Choi Group Pharma,2026-02-06,Yes,Yes,CT-8742-ECD
35,46,2025-02-11,NB,MAT-56157,2849866899,80,EU02,PG68,1,V680279,489656887,MRP-35,MRP-42,VV,2026-01-10,2025-03-19,Hotel,3,2025-09-03,2024-11-07,443289704,MRP-82,MRP-116,Contain Solution,13,Laugh,2025-02-11,2025-02-23,35,32,0,2025-02-09,29,Yes,V9224459,16,2024-07-18,830554585,2024-10-31,799590016,V6829830,22,2024-05-12,VB,MRP-105,19,"Barr, Freeman and Farley Pharma",2025-02-02,No,No,CT-7487-KNX
293,299,2025-08-14,FO,MAT-66331,6501340267,40,LAT04,PG75,4,V498538,698623559,MRP-75,MRP-96,VV,2025-01-03,2026-08-27,Sort,26,2025-10-06,2024-12-26,416179963,MRP-14,MRP-111,Step Solution,12,Who,2025-08-14,2025-08-24,293,288,3,2025-08-12,11,Yes,V7939343,37,2024-05-04,806532224,2025-07-11,400055675,V3007528,38,2026-03-28,PD,MRP-107,10,"Phillips, Schroeder and Strickland Pharma",2025-10-10,Yes,Yes,CT-8872-GKR
176,189,2024-12-14,FO,MAT-81584,7288816413,88,US01,PG12,1,V661887,140005916,MRP-50,MRP-66,PD,2024-10-03,2024-09-25,White,35,2024-04-25,2024-03-28,422518504,MRP-71,MRP-136,Set Solution,13,Board,2024-12-14,2025-01-04,176,173,2,2024-12-12,24,Yes,V1475202,11,2024-04-01,341288789,2024-08-26,171891128,V2159220,19,2025-02-07,VB,MRP-108,18,Austin-Rowe Pharma,2025-11-24,Yes,Yes,CT-5806-JWO
222,232,2025-05-25,FO,MAT-37872,5914439963,84,AP03,PG65,3,V630371,177433261,MRP-82,MRP-54,VV,2024-05-19,2026-04-29,Include,33,2026-04-08,2026-10-31,307356358,MRP-30,MRP-110,Effort Capsule,1,Sign,2025-05-25,2025-06-21,222,221,2,2025-05-23,11,Yes,V5192531,26,2025-08-01,319117140,2026-10-27,929153224,V4756285,20,2024-12-30,VV,MRP-102,3,"Figueroa, Davis and Chang Pharma",2025-09-06,Yes,Yes,CT-1816-RCG
253,252,2025-10-04,FO,MAT-96156,8258881822,84,AP03,PG40,4,V372300,925850236,MRP-42,MRP-89,VV,2024-02-03,2024-08-20,Type,10,2024-09-25,2024-04-13,301012122,MRP-11,MRP-110,Compare Tablet,13,Everyone,2025-10-04,2025-10-12,253,250,2,2025-10-02,11,Yes,V1940673,43,2026-02-04,109337544,2024-05-06,420550847,V3614344,24,2023-11-20,VB,MRP-112,18,Morgan-Ward Pharma,2025-12-05,Yes,No,CT-9781-BYC
240,237,2025-02-22,NB,MAT-93657,5518752922,33,AP03,PG85,3,V697752,187740485,MRP-58,MRP-80,VB,2024-01-28,2024-11-11,Once,43,2026-05-05,2026-03-31,954116930,MRP-78,MRP-109,Dog Patch,-5,Whatever,2025-02-22,2025-03-19,240,239,-4,2025-02-20,23,Yes,V5361612,35,2024-06-26,332252853,2025-03-31,786996831,V1094769,21,2024-02-23,VV,MRP-104,11,"Smith, King and Smith Pharma",2025-04-27,No,Yes,CT-6910-RDE
106,125,2025-10-27,FO,MAT-98864,3924822079,20,AP03,PG39,2,V878196,381026610,MRP-20,MRP-86,VV,2026-08-02,2024-04-20,Mention,13,2024-12-14,2026-04-27,846611962,MRP-54,MRP-119,Positive Injection,6,Least,2025-10-27,2025-11-26,106,106,5,2025-10-25,12,No,V5093017,30,2025-01-27,951156460,2026-11-10,102055471,V8402876,21,2026-03-23,VB,MRP-124,29,Dickerson LLC Pharma,2026-01-02,No,No,CT-9781-BYC
29,41,2025-09-27,FO,MAT-32011,5110602090,10,EU02,PG50,3,V195917,850230802,MRP-21,MRP-40,VV,2024-07-17,2024-03-11,Ever,40,2024-10-31,2024-07-10,127102640,MRP-58,MRP-134,Offer Tablet,5,Research,2025-09-27,2025-10-04,29,28,-5,2025-09-25,11,Yes,V3580532,36,2026-07-08,577967345,2026-06-29,753455721,V7532948,24,2025-06-25,VB,MRP-108,10,Anderson and Sons Pharma,2026-02-09,No,Yes,CT-2004-PSX
73,89,2025-01-03,NB,MAT-22610,4791188344,46,LAT04,PG93,1,V200569,505771863,MRP-98,MRP-65,PD,2024-01-12,2024-01-15,Six,34,2024-10-03,2025-03-08,404144068,MRP-73,MRP-108,Us Solution,10,Blue,2025-01-03,2025-01-26,73,69,0,2025-01-01,20,No,V2766016,42,2024-07-03,510663417,2025-02-22,429533152,V8525938,38,2025-12-23,VV,MRP-110,11,Arnold-Whitaker Pharma,2025-10-08,Yes,Yes,CT-9771-CZL
93,101,2025-01-12,FO,MAT-74459,3696266868,75,US01,PG69,5,V389764,445134536,MRP-34,MRP-66,PD,2025-05-05,2025-05-27,Large,16,2025-11-07,2026-10-19,115147087,MRP-45,MRP-114,Memory Solution,13,Husband,2025-01-12,2025-02-06,93,88,-1,2025-01-10,7,No,V2418515,43,2023-12-19,776152544,2026-07-10,139491906,V6230035,41,2026-05-04,VB,MRP-137,16,Thompson LLC Pharma,2025-04-16,No,No,CT-8015-GMQ
225,219,2025-04-05,FO,MAT-54383,7563011933,20,EU02,PG21,4,V448949,348293802,MRP-24,MRP-61,VB,2026-03-27,2024-06-21,Move,43,2026-03-12,2024-04-28,752792454,MRP-17,MRP-108,Agency Injection,-3,Hundred,2025-04-05,2025-05-01,225,221,-5,2025-04-03,23,Yes,V9757221,27,2024-09-03,883092495,2026-07-04,613812713,V9811323,13,2026-10-11,PD,MRP-133,30,"Willis, Simpson and Watson Pharma",2025-07-20,Yes,Yes,CT-3636-AVP
170,184,2025-11-04,NB,MAT-56157,9212532574,66,EU02,PG79,1,V323665,398587157,MRP-15,MRP-89,VV,2025-02-02,2023-12-18,Ball,42,2025-03-13,2024-02-22,705943045,MRP-96,MRP-116,Contain Solution,-3,End,2025-11-04,2025-12-03,170,169,-5,2025-11-02,14,Yes,V8062321,39,2025-05-21,351259675,2024-07-19,610874766,V7317765,11,2026-06-09,PD,MRP-110,12,Beck-Freeman Pharma,2026-11-07,Yes,Yes,CT-7487-KNX
65,56,2025-07-11,FO,MAT-22610,9433457301,65,LAT04,PG92,1,V384859,723284593,MRP-57,MRP-38,VB,2025-11-20,2024-07-19,Tonight,19,2026-03-27,2026-06-10,325858401,MRP-88,MRP-108,Us Solution,-1,Visit,2025-07-11,2025-07-26,65,60,-1,2025-07-09,20,No,V7595938,16,2024-06-06,929258503,2024-12-10,531313021,V6581810,39,2026-03-06,VV,MRP-123,3,Beasley-Wright Pharma,2024-10-31,Yes,No,CT-9771-CZL
226,230,2025-01-29,FO,MAT-40706,9181821093,13,US01,PG47,3,V215234,751362066,MRP-74,MRP-54,PD,2023-12-27,2025-05-30,Population,3,2024-10-15,2025-02-19,368485674,MRP-62,MRP-103,Keep Capsule,9,Almost,2025-01-29,2025-02-14,226,223,-2,2025-01-27,12,No,V3187342,32,2025-07-13,494905221,2024-03-19,426217840,V2851850,8,2024-01-08,PD,MRP-131,27,Torres-Gomez Pharma,2025-06-28,Yes,Yes,CT-3395-UCM
154,147,2025-07-04,FO,MAT-52579,3629978188,85,US01,PG58,1,V732221,505417822,MRP-37,MRP-34,VV,2025-06-09,2025-02-11,Go,23,2025-11-05,2025-08-01,652434758,MRP-33,MRP-109,Cell Tablet,7,Serious,2025-07-04,2025-07-16,154,151,3,2025-07-02,20,Yes,V2058888,4,2024-11-10,928682597,2025-08-04,709568224,V5754482,43,2025-11-22,VV,MRP-128,29,Kirby Inc Pharma,2025-06-09,No,No,CT-6551-IBW
